movieId,title,runtime,poster,year,genre,director,language,genre_name,language_name,runtime_name,rating_1,rating_2,cast,soup
1196,The Empire Strikes Back,124,https://image.tmdb.org/t/p/w500//7BuH8itoSrLExs2YZSsM01Qk2no.jpg,1980,6,Irvin Kershner,1,Others,English,2h 4min,4.6,4.5,Mark Hamill,rebel android asteroid markhamill harrisonford carriefisher irvinkershner irvinkershner irvinkershner adventure action sciencefiction lucasfilm twentiethcenturyfoxfilmcorporation
5618,Spirited Away,125,https://image.tmdb.org/t/p/w500//2TeJfUZMGolfDdW6DKhfIWqvq8y.jpg,2001,6,Hayao Miyazaki,4,Others,Japanese,2h 5min,5.0,4.4,Rumi Hiiragi,witch parentskidsrelationship magic rumihiiragi miyuirino marinatsuki hayaomiyazaki hayaomiyazaki hayaomiyazaki fantasy adventure animation studioghibli
7153,The Lord of the Rings: The Return of the King,201,https://image.tmdb.org/t/p/w500//rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,2003,6,Peter Jackson,1,Others,English,3h 21min,4.7,4.4,Elijah Wood,elves orcs middle-earth(tolkien) elijahwood ianmckellen viggomortensen peterjackson peterjackson peterjackson adventure fantasy action wingnutfilms newlinecinema
1221,The Godfather: Part II,200,https://image.tmdb.org/t/p/w500//hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,1974,5,Francis Ford Coppola,1,Drama,English,3h 20min,5.0,4.6,Al Pacino,italo-american cuba vororte alpacino robertduvall dianekeaton francisfordcoppola francisfordcoppola francisfordcoppola drama crime paramountpictures thecoppolacompany
260,Star Wars,121,https://image.tmdb.org/t/p/w500//6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,1977,6,George Lucas,1,Others,English,2h 1min,4.7,4.5,Mark Hamill,android galaxy markhamill harrisonford carriefisher georgelucas georgelucas georgelucas adventure action sciencefiction lucasfilm twentiethcenturyfoxfilmcorporation
3147,The Green Mile,189,https://image.tmdb.org/t/p/w500//velWPhVMQeQKcxggNEU8YmIo52R.jpg,1999,6,Frank Darabont,1,Others,English,3h 9min,4.9,4.2,Tom Hanks,southernusa blackpeople mentallydisabled tomhanks michaelclarkeduncan davidmorse frankdarabont frankdarabont frankdarabont fantasy drama crime castlerockentertainment darkwoodsproductions warnerbros.
47,Se7en,127,https://image.tmdb.org/t/p/w500//6yoghtyTpznpBik8EngEmJskVUO.jpg,1995,6,David Fincher,1,Others,English,2h 7min,4.7,4.3,Brad Pitt,self-fulfillingprophecy detective bradpitt morganfreeman gwynethpaltrow davidfincher davidfincher davidfincher crime mystery thriller newlinecinema junopix cecchigoripictures
4993,The Lord of the Rings: The Fellowship of the Ring,178,https://image.tmdb.org/t/p/w500//6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,2001,6,Peter Jackson,1,Others,English,2h 58min,4.8,4.4,Elijah Wood,elves dwarves orcs elijahwood ianmckellen cateblanchett peterjackson peterjackson peterjackson adventure fantasy action wingnutfilms newlinecinema thesaulzaentzcompany
5952,The Lord of the Rings: The Two Towers,179,https://image.tmdb.org/t/p/w500//5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002,6,Peter Jackson,1,Others,English,2h 59min,4.6,4.3,Elijah Wood,elves orcs middle-earth(tolkien) elijahwood ianmckellen viggomortensen peterjackson peterjackson peterjackson adventure fantasy action wingnutfilms newlinecinema thesaulzaentzcompany
593,The Silence of the Lambs,119,https://image.tmdb.org/t/p/w500//rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg,1991,6,Jonathan Demme,1,Others,English,1h 59min,4.9,4.4,Jodie Foster,basedonnovel psychopath horror jodiefoster anthonyhopkins scottglenn jonathandemme jonathandemme jonathandemme crime drama thriller orionpictures strongheart/demmeproduction
134853,Inside Out,94,https://image.tmdb.org/t/p/w500//lRHE0vzf3oYJrhbsHXjIkF4Tl5A.jpg,2015,5,Pete Docter,1,Drama,English,1h 34min,4.9,4.3,Amy Poehler,dream cartoon imaginaryfriend amypoehler phyllissmith richardkind petedocter petedocter petedocter drama comedy animation waltdisneypictures pixaranimationstudios
1213,GoodFellas,145,https://image.tmdb.org/t/p/w500//6QMSLvU5ziIL2T6VrkaKzN2YkxK.jpg,1990,5,Martin Scorsese,1,Drama,English,2h 25min,4.9,4.5,Robert De Niro,prison basedonnovel florida robertdeniro rayliotta joepesci martinscorsese martinscorsese martinscorsese drama crime winklerfilms
1270,Back to the Future,116,https://image.tmdb.org/t/p/w500//xlBivetfrtF84Yx0zISShnNtHYe.jpg,1985,6,Robert Zemeckis,1,Others,English,1h 56min,4.5,4.3,Michael J. Fox,clocktower carrace terrorist michaelj.fox christopherlloyd leathompson robertzemeckis robertzemeckis robertzemeckis adventure comedy sciencefiction universalpictures amblinentertainment u-driveproductions
4226,Memento,113,https://image.tmdb.org/t/p/w500//uprP8rtOgMYJQ2h3ldDFvGsaBgH.jpg,2000,6,Christopher Nolan,1,Others,English,1h 53min,4.8,4.5,Guy Pearce,individual tattoo guypearce carrie-annemoss joepantoliano christophernolan christophernolan christophernolan mystery thriller summitentertainment newmarketcapitalgroup teamtodd
2329,American History X,119,https://image.tmdb.org/t/p/w500//c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg,1998,5,Tony Kaye,1,Drama,English,1h 59min,4.8,4.3,Edward Norton,usa neo-nazi prison edwardnorton edwardfurlong beverlyd'angelo tonykaye tonykaye tonykaye drama newlinecinema theturman-morrisseycompany savoypictures
116797,The Imitation Game,113,https://image.tmdb.org/t/p/w500//zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,2014,6,Morten Tyldum,1,Others,English,1h 53min,5.0,4.4,Benedict Cumberbatch,gay england worldwarii benedictcumberbatch keiraknightley matthewgoode mortentyldum mortentyldum mortentyldum history drama thriller blackbearpictures bristolautomotive
1193,One Flew Over the Cuckoo's Nest,133,https://image.tmdb.org/t/p/w500//3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,1975,5,Miloš Forman,1,Drama,English,2h 13min,4.9,4.5,Jack Nicholson,individual rebel jacknicholson louisefletcher dannydevito milošforman milošforman milošforman drama unitedartists fantasyfilms warnerbros.
112852,Guardians of the Galaxy,121,https://image.tmdb.org/t/p/w500//y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,2014,1,James Gunn,1,Action,English,2h 1min,4.5,4.2,Chris Pratt,marvelcomic spaceship space chrispratt zoesaldana davebautista jamesgunn jamesgunn jamesgunn action sciencefiction adventure marvelstudios movingpicturecompany(mpc) bulletproofcupid
1258,The Shining,144,https://image.tmdb.org/t/p/w500//b6ko0IKC8MdYBBPkkA1aBPLe2yz.jpg,1980,2,Stanley Kubrick,1,Horror,English,2h 24min,4.7,4.3,Jack Nicholson,hotel isolation jacknicholson shelleyduvall dannylloyd stanleykubrick stanleykubrick stanleykubrick horror thriller hawkfilms warnerbros. peregrine
364,The Lion King,89,https://image.tmdb.org/t/p/w500//sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,1994,6,Roger Allers,1,Others,English,1h 29min,4.5,4.0,Jonathan Taylor Thomas,lossofparents uncle jonathantaylorthomas matthewbroderick jamesearljones rogerallers rogerallers rogerallers family animation drama waltdisneypictures waltdisneyfeatureanimation
2571,The Matrix,136,https://image.tmdb.org/t/p/w500//vybQQ7w7vGvF53IsGD0y0JSgIsA.jpg,1999,1,Lilly Wachowski,1,Action,English,2h 16min,4.8,4.4,Keanu Reeves,savingtheworld artificialintelligence manvsmachine keanureeves laurencefishburne carrie-annemoss lillywachowski lillywachowski lillywachowski action sciencefiction villageroadshowpictures grouchoiifilmpartnership silverpictures
109374,The Grand Budapest Hotel,99,https://image.tmdb.org/t/p/w500//eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,2014,3,Wes Anderson,1,Comedy,English,1h 39min,5.0,4.3,Ralph Fiennes,hotel painting ralphfiennes tonyrevolori f.murrayabraham wesanderson wesanderson wesanderson comedy drama foxsearchlightpictures scottrudinproductions studiobabelsberg
50,The Usual Suspects,106,https://image.tmdb.org/t/p/w500//bUPmtQzrRhzqYySeiMpv7GurAfm.jpg,1995,5,Bryan Singer,1,Drama,English,1h 46min,5.0,4.6,Stephen Baldwin,law relatives stephenbaldwin gabrielbyrne chazzpalminteri bryansinger bryansinger bryansinger drama crime thriller blueparrotproductions badhatharryproductions
48780,The Prestige,130,https://image.tmdb.org/t/p/w500//pvSESD7ujxWZwtYDb9l57qE0ywq.jpg,2006,5,Christopher Nolan,1,Drama,English,2h 10min,4.8,4.4,Hugh Jackman,competition secret obsession hughjackman christianbale michaelcaine christophernolan christophernolan christophernolan drama mystery thriller warnerbros. touchstonepictures syncopy
106782,The Wolf of Wall Street,180,https://image.tmdb.org/t/p/w500//sOxr33wnRuKazR9ClHek73T8qnK.jpg,2013,6,Martin Scorsese,1,Others,English,3h 0min,4.6,4.4,Leonardo DiCaprio,corruption sex sexuality leonardodicaprio jonahhill margotrobbie martinscorsese martinscorsese martinscorsese crime drama comedy paramountpictures appianway emjagproductions
68157,Inglourious Basterds,153,https://image.tmdb.org/t/p/w500//7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,2009,5,Quentin Tarantino,1,Drama,English,2h 33min,4.7,4.4,Brad Pitt,paris guerrilla cinema bradpitt mélanielaurent christophwaltz quentintarantino quentintarantino quentintarantino drama action thriller universalpictures abandapart theweinsteincompany
112556,Gone Girl,145,https://image.tmdb.org/t/p/w500//qymaJhucquUwjpb8oiqynMeXnID.jpg,2014,6,David Fincher,1,Others,English,2h 25min,4.4,4.0,Ben Affleck,basedonnovel marriagecrisis benaffleck rosamundpike carriecoon davidfincher davidfincher davidfincher mystery thriller drama twentiethcenturyfoxfilmcorporation regencyenterprises newregencypictures
1219,Psycho,109,https://image.tmdb.org/t/p/w500//nR4LD4ZJg2n6LZQpcOrLFdMq0cD.jpg,1960,5,Alfred Hitchcock,1,Drama,English,1h 49min,5.0,4.5,Anthony Perkins,hotel clerk arizona anthonyperkins veramiles johngavin alfredhitchcock alfredhitchcock alfredhitchcock drama horror thriller paramountpictures universalpictures shamleyproductions
3578,Gladiator,155,https://image.tmdb.org/t/p/w500//pRn3TJHbAqCAO6U8Dw5DayVUuX3.jpg,2000,1,Ridley Scott,1,Action,English,2h 35min,4.8,4.2,Russell Crowe,rome gladiator arena russellcrowe joaquinphoenix connienielsen ridleyscott ridleyscott ridleyscott action drama adventure dreamworksskg universalpictures scottfreeproductions
1089,Reservoir Dogs,99,https://image.tmdb.org/t/p/w500//AjTtJNumZyUDz33VtMlF1K8JPsE.jpg,1992,6,Quentin Tarantino,1,Others,English,1h 39min,4.8,4.4,Harvey Keitel,traitor psychopath harveykeitel timroth michaelmadsen quentintarantino quentintarantino quentintarantino crime thriller liveentertainment lionsgate dogeatdogproductionsinc.
99114,Django Unchained,165,https://image.tmdb.org/t/p/w500//7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,2012,5,Quentin Tarantino,1,Drama,English,2h 45min,4.7,4.2,Jamie Foxx,bountyhunter hero jamiefoxx christophwaltz leonardodicaprio quentintarantino quentintarantino quentintarantino drama western columbiapictures theweinsteincompany
140174,Room,117,https://image.tmdb.org/t/p/w500//lW4vC6xYGGvZ7wbOUrVecwCVNW7.jpg,2015,5,Lenny Abrahamson,1,Drama,English,1h 57min,4.4,4.1,Brie Larson,basedonnovel carpet isolation brielarson jacobtremblay joanallen lennyabrahamson lennyabrahamson lennyabrahamson drama thriller téléfilmcanada film4 elementpictures
1246,Dead Poets Society,129,https://image.tmdb.org/t/p/w500//ai40gM7SUaGA6fthvsd87o8IQq4.jpg,1989,5,Peter Weir,1,Drama,English,2h 9min,4.7,4.0,Robin Williams,individual philosophy poetry robinwilliams ethanhawke robertseanleonard peterweir peterweir peterweir drama touchstonepictures silverscreenpartnersiv
2028,Saving Private Ryan,169,https://image.tmdb.org/t/p/w500//uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,1998,5,Steven Spielberg,1,Drama,English,2h 49min,4.7,4.2,Tom Hanks,warcrimes selfsacrifice warveteran tomhanks mattdamon vindiesel stevenspielberg stevenspielberg stevenspielberg drama history war paramountpictures dreamworksskg amblinentertainment
1210,Return of the Jedi,135,https://image.tmdb.org/t/p/w500//mDCBQNhR6R0PVFucJl0O4Hp5klZ.jpg,1983,6,Richard Marquand,1,Others,English,2h 15min,4.7,4.3,Mark Hamill,rebel brothersisterrelationship emperor markhamill harrisonford carriefisher richardmarquand richardmarquand richardmarquand adventure action sciencefiction lucasfilm twentiethcenturyfoxfilmcorporation
1203,12 Angry Men,96,https://image.tmdb.org/t/p/w500//ppd84D2i9W8jXmsyInGyihiSyqz.jpg,1957,5,Sidney Lumet,1,Drama,English,1h 36min,4.9,4.6,Henry Fonda,judge jurors henryfonda martinbalsam johnfiedler sidneylumet sidneylumet sidneylumet drama unitedartists orion-novaproductions
1214,Alien,117,https://image.tmdb.org/t/p/w500//3UGrAX6D1AMVra80jmUMUOLq8Qr.jpg,1979,2,Ridley Scott,1,Horror,English,1h 57min,4.6,4.2,Tom Skerritt,android countdown spacemarine tomskerritt sigourneyweaver veronicacartwright ridleyscott ridleyscott ridleyscott horror action thriller twentiethcenturyfoxfilmcorporation brandywineproductions
48516,The Departed,151,https://image.tmdb.org/t/p/w500//jyAgiqVSx5fl0NNj7WoGGKweXrL.jpg,2006,5,Martin Scorsese,1,Drama,English,2h 31min,4.8,4.5,Leonardo DiCaprio,undercover boston police leonardodicaprio mattdamon jacknicholson martinscorsese martinscorsese martinscorsese drama thriller crime vertigoentertainment mediaasiafilms warnerbros.
31658,Howl's Moving Castle,119,https://image.tmdb.org/t/p/w500//TkTPELv4kC3u1lkloush8skOjE.jpg,2004,6,Hayao Miyazaki,4,Others,Japanese,1h 59min,5.0,4.5,Takuya Kimura,flying witch rain takuyakimura akihiromiwa tatsuyagashûin hayaomiyazaki hayaomiyazaki hayaomiyazaki fantasy animation adventure studioghibli buenavistahomeentertainment mitsubishi
3000,Princess Mononoke,134,https://image.tmdb.org/t/p/w500//pdtzEreKvKAlqa2YEBaGwiA45V8.jpg,1997,6,Hayao Miyazaki,4,Others,Japanese,2h 14min,5.0,4.4,Yōji Matsuda,fight wolf villageandtown yōjimatsuda yurikoishida yūkotanaka hayaomiyazaki hayaomiyazaki hayaomiyazaki adventure fantasy animation miramaxfilms studioghibli nibariki
106920,Her,126,https://image.tmdb.org/t/p/w500//yk4J4aewWYNiBhD49WD7UaBBn37.jpg,2013,6,Spike Jonze,1,Others,English,2h 6min,4.6,4.3,Joaquin Phoenix,artificialintelligence computer love joaquinphoenix scarlettjohansson rooneymara spikejonze spikejonze spikejonze romance sciencefiction drama warnerbros. annapurnapictures
4262,Scarface,170,https://image.tmdb.org/t/p/w500//iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,1983,1,Brian De Palma,1,Action,English,2h 50min,4.5,4.0,Al Pacino,miami corruption capitalism alpacino stevenbauer michellepfeiffer briandepalma briandepalma briandepalma action crime drama universalpictures
74458,Shutter Island,138,https://image.tmdb.org/t/p/w500//kve20tXwUZpu4GUX8l6X7Z4jmL6.jpg,2010,5,Martin Scorsese,1,Drama,English,2h 18min,4.7,4.0,Leonardo DiCaprio,basedonnovel island hurricane leonardodicaprio markruffalo benkingsley martinscorsese martinscorsese martinscorsese drama thriller mystery paramountpictures appianway phoenixpictures
60069,WALL·E,98,https://image.tmdb.org/t/p/w500//hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,2008,4,Andrew Stanton,1,Animation,English,1h 38min,4.5,4.0,Ben Burtt,romanticcomedy benburtt elissaknight jeffgarlin andrewstanton andrewstanton andrewstanton animation family waltdisneypictures pixaranimationstudios fortyfourstudios
1201,"The Good, the Bad and the Ugly",161,https://image.tmdb.org/t/p/w500//eWivEg4ugIMAd7d4uWI37b17Cgj.jpg,1966,6,Sergio Leone,5,Others,Others,2h 41min,4.4,4.2,Eli Wallach,bountyhunter refugee gold eliwallach clinteastwood leevancleef sergioleone sergioleone sergioleone western unitedartists constantinfilmproduktion produzionieuropeeassociati(pea)
115617,Big Hero 6,102,https://image.tmdb.org/t/p/w500//2mxS4wUimwlLmI1xp6QW6NSU361.jpg,2014,6,Chris Williams,1,Others,English,1h 42min,5.0,4.4,Scott Adsit,brotherbrotherrelationship hero talent scottadsit ryanpotter danielhenney chriswilliams chriswilliams chriswilliams adventure family animation waltdisneypictures waltdisneyanimationstudios
105844,12 Years a Slave,134,https://image.tmdb.org/t/p/w500//xdANQijuNrJaw1HA61rDccME4Tm.jpg,2013,5,Steve McQueen,1,Drama,English,2h 14min,4.7,4.2,Chiwetel Ejiofor,whip kidnapping slavery chiwetelejiofor michaelfassbender lupitanyong'o stevemcqueen stevemcqueen stevemcqueen drama history planbentertainment regencyenterprises riverroadentertainment
7361,Eternal Sunshine of the Spotless Mind,108,https://image.tmdb.org/t/p/w500//5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,2004,6,Michel Gondry,1,Others,English,1h 48min,4.7,4.4,Jim Carrey,dejavu regret jealousy jimcarrey katewinslet kirstendunst michelgondry michelgondry michelgondry sciencefiction drama romance anonymouscontent thisisthatproductions focusfeatures
541,Blade Runner,117,https://image.tmdb.org/t/p/w500//gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,1982,6,Ridley Scott,1,Others,English,1h 57min,4.8,4.3,Harrison Ford,artificialintelligence manvsmachine cyborg harrisonford rutgerhauer seanyoung ridleyscott ridleyscott ridleyscott sciencefiction drama thriller shawbrothers warnerbros. theladdcompany
111,Taxi Driver,114,https://image.tmdb.org/t/p/w500//ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976,6,Martin Scorsese,1,Others,English,1h 54min,4.8,4.5,Robert De Niro,vietnamveteran taxi obsession robertdeniro cybillshepherd harveykeitel martinscorsese martinscorsese martinscorsese crime drama columbiapicturescorporation italo/judeoproductions bill/phillips
2858,American Beauty,122,https://image.tmdb.org/t/p/w500//wby9315QzVKdW9BonAefg8jGTTb.jpg,1999,5,Sam Mendes,1,Drama,English,2h 2min,4.8,4.5,Kevin Spacey,malenudity femalenudity adultery kevinspacey annettebening thorabirch sammendes sammendes sammendes drama dreamworksskg jinks/cohencompany
1682,The Truman Show,103,https://image.tmdb.org/t/p/w500//jW8w2QZnCSRblYWPc5FKAkS1cal.jpg,1998,3,Peter Weir,1,Comedy,English,1h 43min,4.7,4.1,Jim Carrey,claustrophobia hiddencamera dystopia jimcarrey lauralinney noahemmerich peterweir peterweir peterweir comedy drama paramountpictures scottrudinproductions
104879,Prisoners,153,https://image.tmdb.org/t/p/w500//uhviyknTT5cEQXbn6vWIqfM4vGm.jpg,2013,5,Denis Villeneuve,1,Drama,English,2h 33min,4.1,3.6,Hugh Jackman,pennsylvania kidnapping maze hughjackman jakegyllenhaal pauldano denisvilleneuve denisvilleneuve denisvilleneuve drama thriller crime alconentertainment madhouseentertainment 8:38productions
924,2001: A Space Odyssey,149,https://image.tmdb.org/t/p/w500//zmmYdPa8Lxx999Af9vnVP4XQ1V6.jpg,1968,6,Stanley Kubrick,1,Others,English,2h 29min,4.5,4.1,Keir Dullea,moon jupiter artificialintelligence keirdullea garylockwood williamsylvester stanleykubrick stanleykubrick stanleykubrick sciencefiction mystery adventure stanleykubrickproductions metro-goldwyn-mayer(mgm)
68954,Up,96,https://image.tmdb.org/t/p/w500//rIfKIYMbwVlnAXOOaQRsm34GW3S.jpg,2009,4,Pete Docter,1,Animation,English,1h 36min,4.8,4.2,Ed Asner,agedifference centralandsouthamerica balloon edasner christopherplummer jordannagai petedocter petedocter petedocter animation comedy family pixaranimationstudios
106100,Dallas Buyers Club,117,https://image.tmdb.org/t/p/w500//7Fdh7gUq3plvQqxRbNYhWvDABXA.jpg,2013,5,Jean-Marc Vallée,1,Drama,English,1h 57min,4.7,4.1,Matthew McConaughey,women aids biography matthewmcconaughey jennifergarner jaredleto jean-marcvallée jean-marcvallée jean-marcvallée drama history universalstudios universalpictures voltagepictures
1704,Good Will Hunting,126,https://image.tmdb.org/t/p/w500//ylagLHIbG0F1blqSFqY6pa56Omr.jpg,1997,5,Gus Van Sant,1,Drama,English,2h 6min,4.7,4.4,Robin Williams,baseball boston professor robinwilliams mattdamon benaffleck gusvansant gusvansant gusvansant drama miramaxfilms lawrencebenderproductions begentlemenlimitedpartnership
6016,City of God,130,https://image.tmdb.org/t/p/w500//k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,2002,5,Fernando Meirelles,5,Drama,Others,2h 10min,5.0,4.6,Alexandre Rodrigues,malenudity streetgang brazilian alexandrerodrigues leandrofirmino phellipehaagensen fernandomeirelles fernandomeirelles fernandomeirelles drama crime o2filmes videofilmes wildbunch
8368,Harry Potter and the Prisoner of Azkaban,141,https://image.tmdb.org/t/p/w500//v0wMKEEGaNc9evdqGYfIvoWXh24.jpg,2004,6,Alfonso Cuarón,1,Others,English,2h 21min,4.5,4.0,Daniel Radcliffe,flying traitor magic danielradcliffe rupertgrint emmawatson alfonsocuarón alfonsocuarón alfonsocuarón adventure fantasy family 1492pictures heydayfilms warnerbros.
1208,Apocalypse Now,153,https://image.tmdb.org/t/p/w500//gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,1979,5,Francis Ford Coppola,1,Drama,English,2h 33min,4.8,4.4,Martin Sheen,guerrilla river vietnam martinsheen marlonbrando robertduvall francisfordcoppola francisfordcoppola francisfordcoppola drama war unitedartists zoetropestudios
1,Toy Story,81,https://image.tmdb.org/t/p/w500//w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,1995,4,John Lasseter,1,Animation,English,1h 21min,4.6,4.1,Tom Hanks,jealousy toy boy tomhanks timallen donrickles johnlasseter johnlasseter johnlasseter animation comedy family pixaranimationstudios
117176,The Theory of Everything,123,https://image.tmdb.org/t/p/w500//rvix5zBaADWbEFp3KWbtf55RMUs.jpg,2014,5,James Marsh,1,Drama,English,2h 3min,4.6,3.9,Eddie Redmayne,wifehusbandrelationship biography physicist eddieredmayne felicityjones charliecox jamesmarsh jamesmarsh jamesmarsh drama romance workingtitlefilms
4973,Amélie,122,https://image.tmdb.org/t/p/w500//slVnvaH6fpF22154vnjQJdXCVZd.jpg,2001,3,Jean-Pierre Jeunet,2,Comedy,French,2h 2min,4.8,4.4,Audrey Tautou,paris lovetriangle audreytautou mathieukassovitz rufus jean-pierrejeunet jean-pierrejeunet jean-pierrejeunet comedy romance france3cinéma claudieossardproductions mmcindependent
6874,Kill Bill: Vol. 1,111,https://image.tmdb.org/t/p/w500//v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,2003,1,Quentin Tarantino,1,Action,English,1h 51min,4.4,4.1,Uma Thurman,japan coma martialarts umathurman lucyliu vivicaa.fox quentintarantino quentintarantino quentintarantino action crime miramaxfilms abandapart supercoolmanchu
3949,Requiem for a Dream,102,https://image.tmdb.org/t/p/w500//nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,2000,6,Darren Aronofsky,1,Others,English,1h 42min,4.6,4.1,Ellen Burstyn,drugaddiction junkie heroin ellenburstyn jaredleto jenniferconnelly darrenaronofsky darrenaronofsky darrenaronofsky crime drama artisanentertainment
27773,Oldboy,120,https://image.tmdb.org/t/p/w500//pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,2003,5,Park Chan-wook,5,Drama,Others,2h 0min,4.7,4.2,Choi Min-sik,rageandhate notebook choimin-sik yooji-tae kanghye-jung parkchan-wook parkchan-wook parkchan-wook drama thriller mystery eggfilms showeast
91529,The Dark Knight Rises,165,https://image.tmdb.org/t/p/w500//vzvKcPQ4o7TjWeGIn0aGC9FeVNu.jpg,2012,1,Christopher Nolan,1,Action,English,2h 45min,4.5,3.9,Christian Bale,dccomics crimefighter terrorist christianbale michaelcaine garyoldman christophernolan christophernolan christophernolan action crime drama legendarypictures warnerbros. dcentertainment
64614,Gran Torino,116,https://image.tmdb.org/t/p/w500//w3zz8djZKknVpkpHi0I7kqibzbC.jpg,2008,5,Clint Eastwood,1,Drama,English,1h 56min,4.7,4.1,Clint Eastwood,rape warveteran immigration clinteastwood christophercarley beevang clinteastwood clinteastwood clinteastwood drama villageroadshowpictures malpasoproductions gerberpictures
