movieId,tmdbId,title,runtime,cast,imdb_link,poster,year,genre,director,soup,language,genre_name,language_name,runtime_name,score
1196,1891,The Empire Strikes Back,124,Mark Hamill,http://www.imdb.com/title/tt80684,https://image.tmdb.org/t/p/w500//7BuH8itoSrLExs2YZSsM01Qk2no.jpg,1980,6,Irvin Kershner,rebel android asteroid markhamill harrisonford carriefisher irvinkershner irvinkershner irvinkershner adventure action sciencefiction lucasfilm twentiethcenturyfoxfilmcorporation,1,Others,English,2h 4min,7.96317938232408
5618,129,千と千尋の神隠し,125,Rumi Hiiragi,http://www.imdb.com/title/tt245429,https://image.tmdb.org/t/p/w500//2TeJfUZMGolfDdW6DKhfIWqvq8y.jpg,2001,6,Hayao Miyazaki,witch parentskidsrelationship magic rumihiiragi miyuirino marinatsuki hayaomiyazaki hayaomiyazaki hayaomiyazaki fantasy adventure animation studioghibli,4,Others,Japanese,2h 5min,7.94214793649067
7153,122,The Lord of the Rings: The Return of the King,201,Elijah Wood,http://www.imdb.com/title/tt167260,https://image.tmdb.org/t/p/w500//rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,2003,6,Peter Jackson,elves orcs middle-earth(tolkien) elijahwood ianmckellen viggomortensen peterjackson peterjackson peterjackson adventure fantasy action wingnutfilms newlinecinema,1,Others,English,3h 21min,7.930805824794098
1221,240,The Godfather: Part II,200,Al Pacino,http://www.imdb.com/title/tt71562,https://image.tmdb.org/t/p/w500//hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,1974,5,Francis Ford Coppola,italo-american cuba vororte alpacino robertduvall dianekeaton francisfordcoppola francisfordcoppola francisfordcoppola drama crime paramountpictures thecoppolacompany,1,Drama,English,3h 20min,7.899369983477934
260,11,Star Wars,121,Mark Hamill,http://www.imdb.com/title/tt76759,https://image.tmdb.org/t/p/w500//6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,1977,6,George Lucas,android galaxy markhamill harrisonford carriefisher georgelucas georgelucas georgelucas adventure action sciencefiction lucasfilm twentiethcenturyfoxfilmcorporation,1,Others,English,2h 1min,7.898257181796195
3147,497,The Green Mile,189,Tom Hanks,http://www.imdb.com/title/tt120689,https://image.tmdb.org/t/p/w500//velWPhVMQeQKcxggNEU8YmIo52R.jpg,1999,6,Frank Darabont,southernusa blackpeople mentallydisabled tomhanks michaelclarkeduncan davidmorse frankdarabont frankdarabont frankdarabont fantasy drama crime castlerockentertainment darkwoodsproductions warnerbros.,1,Others,English,3h 9min,7.874855238647743
47,807,Se7en,127,Brad Pitt,http://www.imdb.com/title/tt114369,https://image.tmdb.org/t/p/w500//6yoghtyTpznpBik8EngEmJskVUO.jpg,1995,6,David Fincher,self-fulfillingprophecy detective bradpitt morganfreeman gwynethpaltrow davidfincher davidfincher davidfincher crime mystery thriller newlinecinema junopix cecchigoripictures,1,Others,English,2h 7min,7.872104658429499
4993,120,The Lord of the Rings: The Fellowship of the Ring,178,Elijah Wood,http://www.imdb.com/title/tt120737,https://image.tmdb.org/t/p/w500//6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,2001,6,Peter Jackson,elves dwarves orcs elijahwood ianmckellen cateblanchett peterjackson peterjackson peterjackson adventure fantasy action wingnutfilms newlinecinema thesaulzaentzcompany,1,Others,English,2h 58min,7.851147172250505
5952,121,The Lord of the Rings: The Two Towers,179,Elijah Wood,http://www.imdb.com/title/tt167261,https://image.tmdb.org/t/p/w500//5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002,6,Peter Jackson,elves orcs middle-earth(tolkien) elijahwood ianmckellen viggomortensen peterjackson peterjackson peterjackson adventure fantasy action wingnutfilms newlinecinema thesaulzaentzcompany,1,Others,English,2h 59min,7.829430107399889
593,274,The Silence of the Lambs,119,Jodie Foster,http://www.imdb.com/title/tt102926,https://image.tmdb.org/t/p/w500//rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg,1991,6,Jonathan Demme,basedonnovel psychopath horror jodiefoster anthonyhopkins scottglenn jonathandemme jonathandemme jonathandemme crime drama thriller orionpictures strongheart/demmeproduction,1,Others,English,1h 59min,7.815306973195317
134853,150540,Inside Out,94,Amy Poehler,http://www.imdb.com/title/tt2096673,https://image.tmdb.org/t/p/w500//lRHE0vzf3oYJrhbsHXjIkF4Tl5A.jpg,2015,5,Pete Docter,dream cartoon imaginaryfriend amypoehler phyllissmith richardkind petedocter petedocter petedocter drama comedy animation waltdisneypictures pixaranimationstudios,1,Drama,English,1h 34min,7.808124384700628
1213,769,GoodFellas,145,Robert De Niro,http://www.imdb.com/title/tt99685,https://image.tmdb.org/t/p/w500//6QMSLvU5ziIL2T6VrkaKzN2YkxK.jpg,1990,5,Martin Scorsese,prison basedonnovel florida robertdeniro rayliotta joepesci martinscorsese martinscorsese martinscorsese drama crime winklerfilms,1,Drama,English,2h 25min,7.799873241243602
1270,105,Back to the Future,116,Michael J. Fox,http://www.imdb.com/title/tt88763,https://image.tmdb.org/t/p/w500//xlBivetfrtF84Yx0zISShnNtHYe.jpg,1985,6,Robert Zemeckis,clocktower carrace terrorist michaelj.fox christopherlloyd leathompson robertzemeckis robertzemeckis robertzemeckis adventure comedy sciencefiction universalpictures amblinentertainment u-driveproductions,1,Others,English,1h 56min,7.794826567433756
4226,77,Memento,113,Guy Pearce,http://www.imdb.com/title/tt209144,https://image.tmdb.org/t/p/w500//uprP8rtOgMYJQ2h3ldDFvGsaBgH.jpg,2000,6,Christopher Nolan,individual tattoo guypearce carrie-annemoss joepantoliano christophernolan christophernolan christophernolan mystery thriller summitentertainment newmarketcapitalgroup teamtodd,1,Others,English,1h 53min,7.7911429436366895
2329,73,American History X,119,Edward Norton,http://www.imdb.com/title/tt120586,https://image.tmdb.org/t/p/w500//c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg,1998,5,Tony Kaye,usa neo-nazi prison edwardnorton edwardfurlong beverlyd'angelo tonykaye tonykaye tonykaye drama newlinecinema theturman-morrisseycompany savoypictures,1,Drama,English,1h 59min,7.788315445560745
116797,205596,The Imitation Game,113,Benedict Cumberbatch,http://www.imdb.com/title/tt2084970,https://image.tmdb.org/t/p/w500//zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,2014,6,Morten Tyldum,gay england worldwarii benedictcumberbatch keiraknightley matthewgoode mortentyldum mortentyldum mortentyldum history drama thriller blackbearpictures bristolautomotive,1,Others,English,1h 53min,7.783733416654098
1193,510,One Flew Over the Cuckoo's Nest,133,Jack Nicholson,http://www.imdb.com/title/tt73486,https://image.tmdb.org/t/p/w500//3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,1975,5,Miloš Forman,individual rebel jacknicholson louisefletcher dannydevito milošforman milošforman milošforman drama unitedartists fantasyfilms warnerbros.,1,Drama,English,2h 13min,7.777752171362088
112852,118340,Guardians of the Galaxy,121,Chris Pratt,http://www.imdb.com/title/tt2015381,https://image.tmdb.org/t/p/w500//y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,2014,1,James Gunn,marvelcomic spaceship space chrispratt zoesaldana davebautista jamesgunn jamesgunn jamesgunn action sciencefiction adventure marvelstudios movingpicturecompany(mpc) bulletproofcupid,1,Action,English,2h 1min,7.773828612390107
1258,694,The Shining,144,Jack Nicholson,http://www.imdb.com/title/tt81505,https://image.tmdb.org/t/p/w500//b6ko0IKC8MdYBBPkkA1aBPLe2yz.jpg,1980,2,Stanley Kubrick,hotel isolation jacknicholson shelleyduvall dannylloyd stanleykubrick stanleykubrick stanleykubrick horror thriller hawkfilms warnerbros. peregrine,1,Horror,English,2h 24min,7.77301972731189
364,8587,The Lion King,89,Jonathan Taylor Thomas,http://www.imdb.com/title/tt110357,https://image.tmdb.org/t/p/w500//dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,1994,6,Roger Allers,lossofparents uncle jonathantaylorthomas matthewbroderick jamesearljones rogerallers rogerallers rogerallers family animation drama waltdisneypictures waltdisneyfeatureanimation,1,Others,English,1h 29min,7.771702040692794
2571,603,The Matrix,136,Keanu Reeves,http://www.imdb.com/title/tt133093,https://image.tmdb.org/t/p/w500//vybQQ7w7vGvF53IsGD0y0JSgIsA.jpg,1999,1,Lilly Wachowski,savingtheworld artificialintelligence manvsmachine keanureeves laurencefishburne carrie-annemoss lillywachowski lillywachowski lillywachowski action sciencefiction villageroadshowpictures grouchoiifilmpartnership silverpictures,1,Action,English,2h 16min,7.763043518756115
109374,120467,The Grand Budapest Hotel,99,Ralph Fiennes,http://www.imdb.com/title/tt2278388,https://image.tmdb.org/t/p/w500//eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,2014,3,Wes Anderson,hotel painting ralphfiennes tonyrevolori f.murrayabraham wesanderson wesanderson wesanderson comedy drama foxsearchlightpictures scottrudinproductions studiobabelsberg,1,Comedy,English,1h 39min,7.7353383221725585
50,629,The Usual Suspects,106,Stephen Baldwin,http://www.imdb.com/title/tt114814,https://image.tmdb.org/t/p/w500//bUPmtQzrRhzqYySeiMpv7GurAfm.jpg,1995,5,Bryan Singer,law relatives stephenbaldwin gabrielbyrne chazzpalminteri bryansinger bryansinger bryansinger drama crime thriller blueparrotproductions badhatharryproductions,1,Drama,English,1h 46min,7.733054942075433
48780,1124,The Prestige,130,Hugh Jackman,http://www.imdb.com/title/tt482571,https://image.tmdb.org/t/p/w500//pvSESD7ujxWZwtYDb9l57qE0ywq.jpg,2006,5,Christopher Nolan,competition secret obsession hughjackman christianbale michaelcaine christophernolan christophernolan christophernolan drama mystery thriller warnerbros. touchstonepictures syncopy,1,Drama,English,2h 10min,7.728888566867952
106782,106646,The Wolf of Wall Street,180,Leonardo DiCaprio,http://www.imdb.com/title/tt993846,https://image.tmdb.org/t/p/w500//sOxr33wnRuKazR9ClHek73T8qnK.jpg,2013,6,Martin Scorsese,corruption sex sexuality leonardodicaprio jonahhill margotrobbie martinscorsese martinscorsese martinscorsese crime drama comedy paramountpictures appianway emjagproductions,1,Others,English,3h 0min,7.719998157878642
68157,16869,Inglourious Basterds,153,Brad Pitt,http://www.imdb.com/title/tt361748,https://image.tmdb.org/t/p/w500//7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,2009,5,Quentin Tarantino,paris guerrilla cinema bradpitt mélanielaurent christophwaltz quentintarantino quentintarantino quentintarantino drama action thriller universalpictures abandapart theweinsteincompany,1,Drama,English,2h 33min,7.716517309243388
112556,210577,Gone Girl,145,Ben Affleck,http://www.imdb.com/title/tt2267998,https://image.tmdb.org/t/p/w500//qymaJhucquUwjpb8oiqynMeXnID.jpg,2014,6,David Fincher,basedonnovel marriagecrisis benaffleck rosamundpike carriecoon davidfincher davidfincher davidfincher mystery thriller drama twentiethcenturyfoxfilmcorporation regencyenterprises newregencypictures,1,Others,English,2h 25min,7.701016495912371
1219,539,Psycho,109,Anthony Perkins,http://www.imdb.com/title/tt54215,https://image.tmdb.org/t/p/w500//nR4LD4ZJg2n6LZQpcOrLFdMq0cD.jpg,1960,5,Alfred Hitchcock,hotel clerk arizona anthonyperkins veramiles johngavin alfredhitchcock alfredhitchcock alfredhitchcock drama horror thriller paramountpictures universalpictures shamleyproductions,1,Drama,English,1h 49min,7.698250552780924
3578,98,Gladiator,155,Russell Crowe,http://www.imdb.com/title/tt172495,https://image.tmdb.org/t/p/w500//pRn3TJHbAqCAO6U8Dw5DayVUuX3.jpg,2000,1,Ridley Scott,rome gladiator arena russellcrowe joaquinphoenix connienielsen ridleyscott ridleyscott ridleyscott action drama adventure dreamworksskg universalpictures scottfreeproductions,1,Action,English,2h 35min,7.687657023144124
1089,500,Reservoir Dogs,99,Harvey Keitel,http://www.imdb.com/title/tt105236,https://image.tmdb.org/t/p/w500//AjTtJNumZyUDz33VtMlF1K8JPsE.jpg,1992,6,Quentin Tarantino,traitor psychopath harveykeitel timroth michaelmadsen quentintarantino quentintarantino quentintarantino crime thriller liveentertainment lionsgate dogeatdogproductionsinc.,1,Others,English,1h 39min,7.687612826565733
99114,68718,Django Unchained,165,Jamie Foxx,http://www.imdb.com/title/tt1853728,https://image.tmdb.org/t/p/w500//7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,2012,5,Quentin Tarantino,bountyhunter hero jamiefoxx christophwaltz leonardodicaprio quentintarantino quentintarantino quentintarantino drama western columbiapictures theweinsteincompany,1,Drama,English,2h 45min,7.685797444310173
140174,264644,Room,117,Brie Larson,http://www.imdb.com/title/tt3170832,https://image.tmdb.org/t/p/w500//lW4vC6xYGGvZ7wbOUrVecwCVNW7.jpg,2015,5,Lenny Abrahamson,basedonnovel carpet isolation brielarson jacobtremblay joanallen lennyabrahamson lennyabrahamson lennyabrahamson drama thriller téléfilmcanada film4 elementpictures,1,Drama,English,1h 57min,7.682653744366911
1246,207,Dead Poets Society,129,Robin Williams,http://www.imdb.com/title/tt97165,https://image.tmdb.org/t/p/w500//ai40gM7SUaGA6fthvsd87o8IQq4.jpg,1989,5,Peter Weir,individual philosophy poetry robinwilliams ethanhawke robertseanleonard peterweir peterweir peterweir drama touchstonepictures silverscreenpartnersiv,1,Drama,English,2h 9min,7.676568615022777
2028,857,Saving Private Ryan,169,Tom Hanks,http://www.imdb.com/title/tt120815,https://image.tmdb.org/t/p/w500//uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,1998,5,Steven Spielberg,warcrimes selfsacrifice warveteran tomhanks mattdamon vindiesel stevenspielberg stevenspielberg stevenspielberg drama history war paramountpictures dreamworksskg amblinentertainment,1,Drama,English,2h 49min,7.673607186620848
1210,1892,Return of the Jedi,135,Mark Hamill,http://www.imdb.com/title/tt86190,https://image.tmdb.org/t/p/w500//mDCBQNhR6R0PVFucJl0O4Hp5klZ.jpg,1983,6,Richard Marquand,rebel brothersisterrelationship emperor markhamill harrisonford carriefisher richardmarquand richardmarquand richardmarquand adventure action sciencefiction lucasfilm twentiethcenturyfoxfilmcorporation,1,Others,English,2h 15min,7.6579173256762525
1203,389,12 Angry Men,96,Henry Fonda,http://www.imdb.com/title/tt50083,https://image.tmdb.org/t/p/w500//ppd84D2i9W8jXmsyInGyihiSyqz.jpg,1957,5,Sidney Lumet,judge jurors henryfonda martinbalsam johnfiedler sidneylumet sidneylumet sidneylumet drama unitedartists orion-novaproductions,1,Drama,English,1h 36min,7.656941657691107
1214,348,Alien,117,Tom Skerritt,http://www.imdb.com/title/tt78748,https://image.tmdb.org/t/p/w500//3UGrAX6D1AMVra80jmUMUOLq8Qr.jpg,1979,2,Ridley Scott,android countdown spacemarine tomskerritt sigourneyweaver veronicacartwright ridleyscott ridleyscott ridleyscott horror action thriller twentiethcenturyfoxfilmcorporation brandywineproductions,1,Horror,English,1h 57min,7.649062968191703
48516,1422,The Departed,151,Leonardo DiCaprio,http://www.imdb.com/title/tt407887,https://image.tmdb.org/t/p/w500//jyAgiqVSx5fl0NNj7WoGGKweXrL.jpg,2006,5,Martin Scorsese,undercover boston police leonardodicaprio mattdamon jacknicholson martinscorsese martinscorsese martinscorsese drama thriller crime vertigoentertainment mediaasiafilms warnerbros.,1,Drama,English,2h 31min,7.64274177152089
31658,4935,ハウルの動く城,119,Takuya Kimura,http://www.imdb.com/title/tt347149,https://image.tmdb.org/t/p/w500//TkTPELv4kC3u1lkloush8skOjE.jpg,2004,6,Hayao Miyazaki,flying witch rain takuyakimura akihiromiwa tatsuyagashûin hayaomiyazaki hayaomiyazaki hayaomiyazaki fantasy animation adventure studioghibli buenavistahomeentertainment mitsubishi,4,Others,Japanese,1h 59min,7.640378035555052
3000,128,もののけ姫,134,Yōji Matsuda,http://www.imdb.com/title/tt119698,https://image.tmdb.org/t/p/w500//pdtzEreKvKAlqa2YEBaGwiA45V8.jpg,1997,6,Hayao Miyazaki,fight wolf villageandtown yōjimatsuda yurikoishida yūkotanaka hayaomiyazaki hayaomiyazaki hayaomiyazaki adventure fantasy animation miramaxfilms studioghibli nibariki,4,Others,Japanese,2h 14min,7.638804074186907
106920,152601,Her,126,Joaquin Phoenix,http://www.imdb.com/title/tt1798709,https://image.tmdb.org/t/p/w500//yk4J4aewWYNiBhD49WD7UaBBn37.jpg,2013,6,Spike Jonze,artificialintelligence computer love joaquinphoenix scarlettjohansson rooneymara spikejonze spikejonze spikejonze romance sciencefiction drama warnerbros. annapurnapictures,1,Others,English,2h 6min,7.630186009320997
4262,111,Scarface,170,Al Pacino,http://www.imdb.com/title/tt86250,https://image.tmdb.org/t/p/w500//iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,1983,1,Brian De Palma,miami corruption capitalism alpacino stevenbauer michellepfeiffer briandepalma briandepalma briandepalma action crime drama universalpictures,1,Action,English,2h 50min,7.626191607239258
74458,11324,Shutter Island,138,Leonardo DiCaprio,http://www.imdb.com/title/tt1130884,https://image.tmdb.org/t/p/w500//kve20tXwUZpu4GUX8l6X7Z4jmL6.jpg,2010,5,Martin Scorsese,basedonnovel island hurricane leonardodicaprio markruffalo benkingsley martinscorsese martinscorsese martinscorsese drama thriller mystery paramountpictures appianway phoenixpictures,1,Drama,English,2h 18min,7.626089186180737
60069,10681,WALL·E,98,Ben Burtt,http://www.imdb.com/title/tt910970,https://image.tmdb.org/t/p/w500//hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,2008,4,Andrew Stanton,romanticcomedy benburtt elissaknight jeffgarlin andrewstanton andrewstanton andrewstanton animation family waltdisneypictures pixaranimationstudios fortyfourstudios,1,Animation,English,1h 38min,7.625117264455981
1201,429,"Il buono, il brutto, il cattivo",161,Eli Wallach,http://www.imdb.com/title/tt60196,https://image.tmdb.org/t/p/w500//eWivEg4ugIMAd7d4uWI37b17Cgj.jpg,1966,6,Sergio Leone,bountyhunter refugee gold eliwallach clinteastwood leevancleef sergioleone sergioleone sergioleone western unitedartists constantinfilmproduktion produzionieuropeeassociati(pea),5,Others,Others,2h 41min,7.62398004936869
115617,177572,Big Hero 6,102,Scott Adsit,http://www.imdb.com/title/tt2245084,https://image.tmdb.org/t/p/w500//2mxS4wUimwlLmI1xp6QW6NSU361.jpg,2014,6,Chris Williams,brotherbrotherrelationship hero talent scottadsit ryanpotter danielhenney chriswilliams chriswilliams chriswilliams adventure family animation waltdisneypictures waltdisneyanimationstudios,1,Others,English,1h 42min,7.6210928918611325
105844,76203,12 Years a Slave,134,Chiwetel Ejiofor,http://www.imdb.com/title/tt2024544,https://image.tmdb.org/t/p/w500//xdANQijuNrJaw1HA61rDccME4Tm.jpg,2013,5,Steve McQueen,whip kidnapping slavery chiwetelejiofor michaelfassbender lupitanyong'o stevemcqueen stevemcqueen stevemcqueen drama history planbentertainment regencyenterprises riverroadentertainment,1,Drama,English,2h 14min,7.605021455355036
7361,38,Eternal Sunshine of the Spotless Mind,108,Jim Carrey,http://www.imdb.com/title/tt338013,https://image.tmdb.org/t/p/w500//5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,2004,6,Michel Gondry,dejavu regret jealousy jimcarrey katewinslet kirstendunst michelgondry michelgondry michelgondry sciencefiction drama romance anonymouscontent thisisthatproductions focusfeatures,1,Others,English,1h 48min,7.6035836195810775
541,78,Blade Runner,117,Harrison Ford,http://www.imdb.com/title/tt83658,https://image.tmdb.org/t/p/w500//gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,1982,6,Ridley Scott,artificialintelligence manvsmachine cyborg harrisonford rutgerhauer seanyoung ridleyscott ridleyscott ridleyscott sciencefiction drama thriller shawbrothers warnerbros. theladdcompany,1,Others,English,1h 57min,7.593884840888075
111,103,Taxi Driver,114,Robert De Niro,http://www.imdb.com/title/tt75314,https://image.tmdb.org/t/p/w500//ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976,6,Martin Scorsese,vietnamveteran taxi obsession robertdeniro cybillshepherd harveykeitel martinscorsese martinscorsese martinscorsese crime drama columbiapicturescorporation italo/judeoproductions bill/phillips,1,Others,English,1h 54min,7.580736753214357
2858,14,American Beauty,122,Kevin Spacey,http://www.imdb.com/title/tt169547,https://image.tmdb.org/t/p/w500//wby9315QzVKdW9BonAefg8jGTTb.jpg,1999,5,Sam Mendes,malenudity femalenudity adultery kevinspacey annettebening thorabirch sammendes sammendes sammendes drama dreamworksskg jinks/cohencompany,1,Drama,English,2h 2min,7.579511860055872
1682,37165,The Truman Show,103,Jim Carrey,http://www.imdb.com/title/tt120382,https://image.tmdb.org/t/p/w500//jW8w2QZnCSRblYWPc5FKAkS1cal.jpg,1998,3,Peter Weir,claustrophobia hiddencamera dystopia jimcarrey lauralinney noahemmerich peterweir peterweir peterweir comedy drama paramountpictures scottrudinproductions,1,Comedy,English,1h 43min,7.568133948691693
104879,146233,Prisoners,153,Hugh Jackman,http://www.imdb.com/title/tt1392214,https://image.tmdb.org/t/p/w500//uhviyknTT5cEQXbn6vWIqfM4vGm.jpg,2013,5,Denis Villeneuve,pennsylvania kidnapping maze hughjackman jakegyllenhaal pauldano denisvilleneuve denisvilleneuve denisvilleneuve drama thriller crime alconentertainment madhouseentertainment 8:38productions,1,Drama,English,2h 33min,7.560995922516023
924,62,2001: A Space Odyssey,149,Keir Dullea,http://www.imdb.com/title/tt62622,https://image.tmdb.org/t/p/w500//zmmYdPa8Lxx999Af9vnVP4XQ1V6.jpg,1968,6,Stanley Kubrick,moon jupiter artificialintelligence keirdullea garylockwood williamsylvester stanleykubrick stanleykubrick stanleykubrick sciencefiction mystery adventure stanleykubrickproductions metro-goldwyn-mayer(mgm),1,Others,English,2h 29min,7.553353969170657
68954,14160,Up,96,Ed Asner,http://www.imdb.com/title/tt1049413,https://image.tmdb.org/t/p/w500//rIfKIYMbwVlnAXOOaQRsm34GW3S.jpg,2009,4,Pete Docter,agedifference centralandsouthamerica balloon edasner christopherplummer jordannagai petedocter petedocter petedocter animation comedy family pixaranimationstudios,1,Animation,English,1h 36min,7.5492426091803875
106100,152532,Dallas Buyers Club,117,Matthew McConaughey,http://www.imdb.com/title/tt790636,https://image.tmdb.org/t/p/w500//7Fdh7gUq3plvQqxRbNYhWvDABXA.jpg,2013,5,Jean-Marc Vallée,women aids biography matthewmcconaughey jennifergarner jaredleto jean-marcvallée jean-marcvallée jean-marcvallée drama history universalstudios universalpictures voltagepictures,1,Drama,English,1h 57min,7.54299362454428
1704,489,Good Will Hunting,126,Robin Williams,http://www.imdb.com/title/tt119217,https://image.tmdb.org/t/p/w500//ylagLHIbG0F1blqSFqY6pa56Omr.jpg,1997,5,Gus Van Sant,baseball boston professor robinwilliams mattdamon benaffleck gusvansant gusvansant gusvansant drama miramaxfilms lawrencebenderproductions begentlemenlimitedpartnership,1,Drama,English,2h 6min,7.535702621886841
6016,598,Cidade de Deus,130,Alexandre Rodrigues,http://www.imdb.com/title/tt317248,https://image.tmdb.org/t/p/w500//k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,2002,5,Fernando Meirelles,malenudity streetgang brazilian alexandrerodrigues leandrofirmino phellipehaagensen fernandomeirelles fernandomeirelles fernandomeirelles drama crime o2filmes videofilmes wildbunch,5,Drama,Others,2h 10min,7.535551434782549
8368,673,Harry Potter and the Prisoner of Azkaban,141,Daniel Radcliffe,http://www.imdb.com/title/tt304141,https://image.tmdb.org/t/p/w500//v0wMKEEGaNc9evdqGYfIvoWXh24.jpg,2004,6,Alfonso Cuarón,flying traitor magic danielradcliffe rupertgrint emmawatson alfonsocuarón alfonsocuarón alfonsocuarón adventure fantasy family 1492pictures heydayfilms warnerbros.,1,Others,English,2h 21min,7.5270263428435875
1208,28,Apocalypse Now,153,Martin Sheen,http://www.imdb.com/title/tt78788,https://image.tmdb.org/t/p/w500//gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,1979,5,Francis Ford Coppola,guerrilla river vietnam martinsheen marlonbrando robertduvall francisfordcoppola francisfordcoppola francisfordcoppola drama war unitedartists zoetropestudios,1,Drama,English,2h 33min,7.511731692709242
